rhyme scheme	stanza
ABCB	"For trang er Pauli bolig
den stille sommerkveld.
Som sørgeklokker ringer
den kjære venns farvel."
ABCB	"Når neste morgen rinner,
hans hånd tar staven fatt.
For lange tider Paulus
har Efesus forlatt."
ABCB	"Egeerhavet blåner
med himlen i sin favn;
dets bølger bruser, synger,
om skipets ranke stavn."
ABCB	"Dets svake planker bærer
så dyr en last ombord,
ti går det støtt og stille
seilledens sikre spor."
ABCB	"Det går som sterke toner
igjennom Pauli bryst,
når atter han betreder
Europas fagre kyst."
ABCB	"Og var enn foten ofte
av veiens møye trett,
nå er hans skritt en ungdoms,
nå er hans stav så lett."
ABCB	"Der ligger krigerstaden
så rolig for hans fot !
Seks lange år er svunnet
fra sist han' den forlot."
ABCB	"Det lyser og det glitrer
som sol i morgenstund,
når atter han betreder
Fililppis gamle grunn."
ABCB	"Og hva hans sjel begjærer,
i glans for øyet står.
Hva vintren enn har bleket,
her er det sol og vår."
ABCB	"Her letter hvilens sødme
hvert sukk og åndedrag,
her lyser over striden
et glimt av evig dag."
ABCB	"Men tidens viser iler,
og enn er veien lang,
alt videre han vandrer
sin fast bestemte gang."
ABCB	"Han hilser venneskaren,
han bringer nådens ord,
og gledes når han finner
sin grøde rik og stor."
ABCB	"Korint dog først av alle
hans hjerte ligger nær.
Og akk, hva tidt han fryktet,
med sorg han skauer der."
ABCB	"Hårdt har det onde herjet
hva engang blomstret smukt.
Den svake hjord er splittet, 
her trenges trøst og tukt."
ABCB	"Hans hender trettes ikke,
hans omsorg blir ei matt;
han refser, lokker, leger
med iver dag og natt."
ABCB	"Snart er hans ord som toner
og snart som tordenslag, 
igjennom alt dog skjelver
hans ømme hjertelag."
ABCB	"Tre måneder han skjenket
Korint av tidens gull.
Og når han bort må dra,
han går fortrøstningsfull."
ABCB	"La mannedåd kun rokkes,
Guds rike ei forgår.
Kun skum er mannens gjerning,
Guds verk som klippen står."
ABCB	"Og Paulus går frimodig
i tro til Herrens makt.
Den svake hjord er skjermet
av overhyrdens vakt."
ABCB	"Han går hvor Herren kaller,
sinVei, sitt mål han vet.
Hva enn vil skje, ham bærer
Guds sterke kjærlighet."
ABAB	"Forårssolens gylne stråler spiller
over hav og fjell og fjord og sund,
tusen fuglers livsberuste triller
klinger lystig gjennom li og lund."
AABB	"Paulus speider over havets bølger,
øyets retning hjertets lengsel følger
langt derute  der hvor sol går ned,
der er Rom, hans lengsels mål og med."
ABAB	"År og dag forgjeves har han stundet
etter der å høste rikets frukt;
alltid, alltid dog var vingen bundet,
stengt var veien, hindret var hans flukt."
AABB	"Dagen heller. Livets krefter mattes.
Livets dagverk dog sin krone fattes
uten Rom. — Og Paulus vet med skjel,
nå er tiden nær. Ved gry og kveld"
AABB	"tvende navne klinger i hans hu:
Rom — Jerusalem.  En gang ennu,
før hans øye lukkes, må han se
skueplassen for sin mesters ve."
AABCBC	"Så til Rom! Det er hans håb forvisst
alt tiltross, å nå sitt mål til sist.
Alt er ferdig. Ved den nære strand
seilklart ligger skipet som skal bære
Paulus over havets bølgehære
mot det første av hans lengslers land."
ABAB	"Da med smerte han på ny erfarer
at hans eget folk har samme sinn,
at de ingen kløkt og møye sparer
for å fange ham i dødens spinn."
ABBA	"Deres morderanslag nå ham tvinger
til å velge skjulte stiers spor,
ei til havs, men over land mot nord
ham hans venner snart i trygghet bringer."
ABAB	"I de makedonske brødres klynger
føler Paulus nå som ofte før
lettelse for byrdene som tynger,
lysning gjennom sorgens mørke slør."
AABBCC	"Og som ensom vandringsmann seg gleder
når han hjemmets kjente grunn betreder,
sådan Pauli sjel i glede luer
når han enn en gang Filippi skuer,
og får feire påskens store fest
som de gode venners kjære gjest."
ABAB	"Men det korte samværs stille hygge
er et flyktig lite solstreif kun
over avskjedsstundens dystre skygge,
tungt den senker seg i sjelens grunn."
ABAB	"Der er vemod i de varme hender,
sorgen skjelver i de stille ord;
ufødt dag ei jordens sønner kjenner,
Gud alene holder tidens ror."
ABAB	"Og hva tiden binder, tiden river,
uten skånsel er dens hårde hand.
Rene sjelers samspill dog forbliver,
aldri rives evighetens bånd."
AABB	"Paulus haster. Skal han rekke frem
innen pinse til Jerusalem,
ingen dag må spilles.  Vind og vær
volder dog hans travle sinn besvær."
AABB	"Over havet nær en uke går
før de gamle Trojas strande når.
Her med mange bonner de ham binder:
før han vet det, enn en uke svinner."
AABB	"Også her behøves råd og trøst.
Gjerne hører de den kjæres røst
dagen ut, ja langt på natten med,
siden må med hast han ta avsted."
ABAB	"Nedad 4å ss os klippefulle skrenter
når han raskt til havnens blanke speil,
hvor hans følge utålmodig venter.
Vinden leker i de hvite seil."
ABAB	"Som en drøm går ferden over vande
under sydens klare forårshimmel,
langs besungne, sagarike strande,
mellom skogbekranste øers vrimmel."
AABBCCDDEFEF	"Vinden vifter om de ranke tinder,
alt er saga  alt er dåd og minner.
Men den tause mann på skipets dekk
gransker neppe sagas dunkle trekk, —
andre toner synger i hans sinn,
mens skipet av den friske vind
pløyer raskt den smukke seilleds spor.
Og når Paulus fra den brede fjord
stirrer over mot Kaystros munning,
der som gull i aftensolen blinker,
ser han, som en sky mot fjellets runding,
Efesus, som lokker ham og vinker."
ABAB	"Å hvor gjerne steg han nå fra borde
for 'de kjære steder å få se;
lengslen dog ei komme får tilorde,
reisens større krav må fyldest skje."
ABCBC	"Men når ankret faller i Milet,
og på skipets avgang han må vente,
har hans fulle hjerte ingen fred.
Illbud sender han, at de må hente
menighetens eldste til ham ned."
ABAB	"Og på stranden, medens bølgen synger
mildt en vemodsmettet avskjedssang,
og de friske forårsvinder gynger
saktelig i lundens bladehang,"
AAB	"i et samvær ingen mer kan glemme,
hører de sin kjære lærers stemme
under gråt og smerte siste gang:"
ABAB	"«Elskte brødre! Alle vet og kjenner,
hvordan jeg fra først av, hver en stund,
vandret blandt dere som en venn blandt venner
for å tjene dere med hånd og munn."
ABAAB	"Og dere vet at alltid var jeg rede
til å tåle lidelser og savn;
til å bære spott, forakt og vrede
av den folkehop, hvis største glede
alltid var å trampe på mitt navn."
ABAB	"Og av åndens sterke stemme drevet
nå jeg farer til Jerusalem.
I Guds råd min fremtids bok er skrevet,
ved hans hånd frimodig går jeg frem."
ABAAB	"Hva meg der skal times ingen kjenner.
Stetse dog i dypet av min sjel
som en vånde, som en ild det brenner,
hvor jeg ferdes, at blandt mine frender
bånd og lenker er min sikre del."
ABAB	"Men mitt liv er dog en skatt så ringe, 
kan kun livets endemål jeg nå,
har min sjel kun evighetens vinge,
støvets hytte gjerne falle må."
ABACB	"Livets byrde tidt er tung å bære,
lang og kvidefull er jordens ve.
Ett jeg vet forvisst, dere venner kjære,
som jeg elsker, at aldri mere
her på jorden skal mitt ansikt se."
ABAB	"Og dere vet det — dette er min heder
trende år med møye og besvær,
under tårer natt og dag jeg dere
ledet, tuktet, trøstet hver især."
ABAAB	"Og min lønn? Ei deres gull jeg krevet,
arm og ensom gikk jeg ut og inn.
Som en tjener mellom dere jeg levet,
for mitt brød har disse hender strevet, 
jordens vinning blendet ei mitt sinn."
ABAB	"Og jeg vidner, intet har jeg sparet;
jeg er ren idag for alles blod.
Alt Guds råd jeg dere har forklaret,
fast i striden jeg for alle stod."
ABAAB	"Ta så arven. Gi den røkt og pleie,
vokt den hjord som Herren Gud dere gav.
Bær den! Led den ad de hårde veie,
Husk at den er Herrens dyre eie;
bær med troskap deres hyrdestav."
ABAB	"Ti jeg aner tunge tiders farer,
hører ulvehyl i nattens grå.
Ja  blandt dere selv skal flettes snarer
for å fange vergeløse små."
ABAAB	"Derfor våk! At dere for alles dommer
uten frykt kan stå i lysets glans.
Så lat dere, når livets rike sommer
etter jordens vinter engang kommer,
kan med oss få dele ærens krans."
ABAB	"Gå så villig hvorhen Gud dere sender.
Syng hans pris ved kveld og morgengry.
Åldri synker overhyrdens hender,
i hans favn den usleste får ly."
ABAAB	"Bygg Guds rike! Spred med troskap sæden.
Trygg er hvilen i Guds nådes ord.
Elsk hverandre! Vern om broderkjeden
Over stridens mørke natt herneden
lyser seirens morgen, rik og stor.»"
AABBACCDD	"Paulus tier. — Som et dempet kor
ånder vinden ut hans siste ord
gjennom løvet.  Som en barneskare,
når den engstes for en ukjent fare
og må rives fra den kjære mor,
sådan klynger seg de tause menn
om sin store, faderlige venn;
og med bønn om Herrens kraft og fred
hele skaren kneler stille ned."
ABBACDCD	"Så er timen kommet. Klokken kaller.
Da blir sterke menn som svake kvinner.
Kjensler strømmer over, tårer rinner;
under kyss og hulken alle faller
om den kjæres hals, mens savnet brenner, -
akk, nå mørkner det mot sorg og natt
og det er som disse sterke hender
aldri slippe vil sin dyre skatt."
ABABCCDD	"Skipet venter. Paulus må ombord.
Alle følger ham i flokk og klynger, -
enn et ønske, enn et blikk, et ord.
Først når skipets ankerkjetting synger,
og dets stavn er rettet ut fra land,
søker de den nå så øde strand,
hvor de mellom dagens tunge minner
ser og ser, til skipets seil forsvinner."
TAABCCB	"ELLEVTE SANG
Der sitter ved sengen en krokbøiet mann
som gir til sin kone litt pulver og vann,
mens høststormen feier i engen.
Nå går det mot året, hans tanke bli myk
siden ungglunten reiste og kona ble syk
så lenket til stolen og sengen."
AABCC	"Og nettopp igår så tok feberen til,
som tenner i blodet den farlige ild
og stryker sin rose på kinnet.
I lampen det blaffer av vinduets trekk,
og tårene visker han hemmelig vekk,"
AABCCB	"Så skrur han på veken, den eldgamle lek,
til flammen vil minske og brenner så blek,
og stanser med hånden på klinken.
Det siste han ser, når av huset han går,
det er øinenes lys og det sølvhvite hår
og ringhåndens voksbleke vinken."
AABCCB	"Han stusser på dørhellens blankslitte sten
og ser på dens merker av livsglade ben,
som styrtet til bordet fra vollen.
Så vender han blikket, og river seg løs,
og går over fjærsteinas tangvåte røs,
og legger sin åre i tollen."
AABCCB	"I stormen han trosser den værhårde fjord
en mil over havet dit doktoren bor,
tilsammen de legger tilbake.
Han fester i skyssbåten færingens rep —
så krysser de fjorden med båten på slep
med hendene stive av lake !"
AABCCB	"Og doktoren lytter til hjertet som slår
og merker seg angsten  og pulsen som går,
så ser han mot vindusglasset.
Å være beredt på det tyngste er best,
så sender han bud etter nadverd og prest,
for her er det dem som kan passe!"
AABCCB	"Han venter en time, ja to eller tre,
så går han på tunet for bedre å se,
og gjør seg i naustet et ærend.
Da hører han tydlig den taktfaste låt
av motorens smell, og den nye båt
som tungt svinger opp inn med fjæren !"
AABCCB	"Så dukes det hellige dødssakrament,
da skjønner han tydelig hva som er hendt !
og tårene rinner i striper.
De løser sitt blodvarme, sviende løp
mens dagslyset skinner i disk og i støp
og det kvitner i halskragens piper !"
AABCCB	"Der faller en trøst av de evige ord,
der brenner et lys på det dukede bord,
der synker en fred over huset.
Så stilner all striden, mens presten drar bort.
I lampen står veken utbrent og sort,
og vinden blir ved med å suse!"
ABAB	"Så er den her den siste kveld
når år blir gjort til minner,
når over hav de mørke fjell
i stjerneglans forsvinner."
ABAB	"Hen over breens fjerne sne
går nordlysbåndets streker,
i all sin stråleprakt å se
som tusen harpeleker !"
ABAB	"Til stjerneskriftens notetegn
jeg kan i natten høre,
den fjerne stillhets toneregn
bli levende for øret!"
ABAB	"Jeg skriver til propellens bank
og må med skriften kave,
mens månestripen legger blank
sin gullpenn over havet."
ABAB	"Som den av solens lys jeg tar
om lyset ikke blender,
som den jeg også skrevet har
mitt dikt langs hav og strender."
ABAB	"Jeg ser vår led en sommerkveld
med grønt om li og daler,
når solen i et blått pastell
sin midnattsfarve maler."
ABAB	"Den har sin glans om fjellet lagt
hvor det av hav seg hever,
mens lysets himmelrene prakt
i skyene seg vever!"
ABAB	"Nå er det høst og båren slår
mot fjærens skarpe stener,
hvert bølgekast i vinden står
som hvite blomstergrener !"
ABAB	"Men kulden er i hav og vind,
og solens glans er borte,
av mørket ringes leden inn,
og fjellene blir sorte."
ABAB	"Det går i årets døgn mot natt
skjønt stjernene står tente,
og vidner over mørket at
en vårtid er i vente"
ABBCCDED	"Brus av toner, 
sus av sanger!
farver pranger,
bluss brenner.
Venner, frender
om bord benkes, 
vin i gylne 
skåler skjenkes. "
ABCDEFGHG	"Hva var det? 
Brast strengene? 
Sluknet lysene? 
Skygger glider 
mørkt over pannene; 
brått blekner 
brudens kinn,
skremt flyr gleden
fra brudgommens sinn. "
TABAB	"FOR LENGE SIDEN
Det var på dypet av vår store by
en vårlig natt for lenge, lenge siden.
Vi pleide drive om fra kveld til gry
min ungdoms venn og jeg i denne tiden."
ABAB	"For natten var så fylt av grusom vår
at ingen hadde hjerte til å sove,
og sinnet var så ømt av unge sår
så mange løfter som man skulle love."
ABAB	"Den natten bygget vi et drømmeslott
med hvite saler, blanke marmorflater 
det skulle ligge høyt og sees godt
i sol og luft med åpne, lyse gater"
AABCBC	"Da var vi kommet til en grå kaserne,
og våre slott var blitt så blå og fjerne.
Her var vårt hjem: den mørke murstensmassen
som steg omkring oss i vårt gatedyp
et slott for dem som er på fattigkassen,
et slott for lysredd og for solblindt kryp."
ABAB	"Og jeg kan ennu føle kuldegyset
som gikk i oss, da vi ble stanset der.
Vi svor å sprenge oss en vei mot lyset:
en plass i sol for alle dem som lever her!"
ABAB	"Hr. souchef! Det er meget lenge siden.
Og da jeg talte med Dem nå idag
så hadde De nok ganske glemt den tiden
vi drømte om å kjempe store slag."
ABAB	"De børstet skjødesløst med lyse hansker
et støvgrann vekk fra Deres buksefall
og talte lenge om de satans dansker,
som trodde Norge var en oksestall!"
ABAB	"De hadde vært på en forretningsreise
og konverserte litt Berlin og litt Paris
og mente francen sikkert vilde deise
adskillig lenger ned enn hva der sis."
ABAB	"De skjeldte videre på forbudstvangen,
som skapte mordere av alle mann.
Man burde gripe radikalt til tangen
og trekke roten på den syke tann."
ABAB	"Så kom De inn på bøker som De likte
og gratulerte meg begeistret glad
fordi nå nylig var en del av mine dikte
blitt omtalt i et aktet høyreblad."
ABAB	"Jeg skulle hilst Dem fra vår gård der hjemme
og gaten vår og dem som lever der,
men noe hendte plutselig min stemme,
så den ble underlig og fjern og tver."
ABAB	"Jeg skulle hilst Dem fra de unge drømme
som drog i kamp en vår for lenge siden.
De var vel altfor veke, altfor ømme,
og segnet vel for tidens bitre viden."
TAABBCC	"I KUPEEN
O triste aften før den dype natt,
når nag og uro får allverden fatt,
og byen kvæler under lys og larm
det samme angestskrik fra rik og arm,
da er det godt at reise ut og bort,
dypt inn i vinternatten dyp og sort!"
ABABCC	"Av trette mennesker er kupéen full,
på noen hviler ennå dagens glans,
men andre ansikter er grå som muld;
og tanken flykter selv foruten stans
fra lysets helvete inn i frost og natt
omkap med toget av sin fart besatt."
ABBACC	"Å, om min styrke var min vilje lik,
jeg skulle vise dem den mørke vei
og ta dem alle med herud hvor jeg
ikveld vil bære denne verdens skrik
og la det dø i mørkets kalde sus,
hvor jeg har hjemme i mitt ødes hus."
TAABCCB	"SVAR
Tvers igjennom lov til seier!
Ikke går der andre veier
til vårt drømte, frie land.
Før vi tramper ned og skaffer
vei i lovens paragrafer
er vi treller alle mann."
AABCCB	"La dem rase. La dem true.
Ikke vil vi la oss kue,
svarer vi dem koldt og kort.
Om dere bjeffer, om dere snerrer,
ennu er dog, høye herrer,
våre henders arbeid vårt."
AABCCB	"Ennu er en streikebryter
fredløs niding tross han nyter
vern fra selve kongens råd.
En forræder kaller vi ham,
tross medaljen dere kan gi ham,
med samt ros for tapper dåd."
AABCCB	"Før vi tramper ned og skaffer
vei i lovens paragrafer,
er vi treller alle mann.
Reis all kraft som klassen eier!
Tvers igjennom lov til seier!
Støtt oss, den som kan!"
ABCB	"da han skapte denne klode og ga den på sin flukt
dagen og natten til vinger
og gjorde at vi her i en brusende bukt
kan høre hvordan sfærene klinger."
