sent_a	sent_b	rhyme
alt er saga  alt er dåd og minner.	andre toner synger i hans sinn,	0
anklagerne roper: «Dette er jøder,	med rasende fakter, med ord som gløder	1
da faller tiden vemmelig og trist.	når det er vidd i larmen eller skosen.	0
står Moskenesøya og raker.	langs stranden og gressgangens bølgende jord	0
at en Større har ledet hans fot til nu.	som stjernene blinker i ørkenens natt —	0
hans hjerte i ømhet mot alt som lever;	«Han kjenner vår ferd ad de stier steile,	0
Elias taler. Med dommens vekt	De er som en gjenklang fra gamle tider:	0
og slynger opp mot himlens vår	med tusen tørste blade	0
hvor Svarvkallen ligger i salthvite sprut,	med de djervstyrte, stevnhøye snekker !	0
Dess hardere brøtes de ander tvende	Da tumlet Grim med ett over ende,	1
Og rolig sine trinn han retter	i ly av fjerne fjelles hegn:	0
Se ytterst i vester hvor lyskjegler flyr	og bårer om tårnet seg ringer.	0
Jeg går på det gule marøyesand	og lar måkene skrike seg trette;	0
Glad de ofrer alt sitt eie	til de vanskeligste veie.	1
Dog ei dødens gap, det kolde,	Frem jeg går i solgylt gry	0
Om l1ysningen som vennlig vinker,	om lys for neste trinn du trer,	0
Bratt det kvelder 	Dagen heller!	1
Det er de enkle bygder spredt	av gull som intet tærer,	0
den dype pøl av skamløshet og synd	den kyske natts besudler, løs og frekk.	0
går Paulus med sitt følge inn	omkring den gamle kjære gjest.	0
Som pisket av bødler, i rastløs il	og de hellige steders talløse minner.	0
med kriker og kroker og bukter i ett,	I vester står Måhornet rundsvervd og kvast,	0
«Forfølger!? — Aldri forfulgte jeg deg !	— Da gripes Saul av en hemmelig gru	0
dens kuppeltak av is og sne,	og over kuplen spiss og lett	0
bad han den vente.	døden kom for å hente,	1
Gamlefar i stua	og gamlemor ved grua	1
langs nykenes revner og hyller.	mens havet i tangvasen skyller.	1
er min vuggegave legerot.	For hver kvalfull slummer,	0
og hjalp hans fiende  hvilken gru.	sin far bedrog hun uten blu,	1
Han hører et spørsmål, myndig, men mildt:	«Hellige Engel Hvem! Hvem er du?»	0
I den dunkelt hvelvede natt	som hjem over øde heier kvinner med flagrende hår	0
M og fletter løvet omkring narrestaven.	Men hopen skynder seg med ekeblader	0
den store, brusende og fine byen,	For bak det svarte fjell med kullstøvskyen	1
Vi kom stadig fler igjen.	Det var mer enn dagens sut som bandt oss sammen.	0
Og som solens stolte, glade tjener 	skjønne buer jord og himmel ener,	1
er han kun et lettkjøpt bytte	for den usle trellehop.	0
Derfor er hans nei bestemt.	Åndens rankhet den behøver	0
Så ble han husbond, mann og far.	Med nøisomhet han daglig bar	1
den tid som jo er sangens rike kilde.	av livet mitt de første unge år,	0
Av de lærde er han	Vover han?	1
mens sukk steg opp fra huldras bryst	og atter på en stille dag	0
den ånd som var så høy i tro,	at over Odin den slo bro	1
Det svirrer rundt de underligste rykter	om skyld og ansvar for så stor en mén.	0
han temte der den arge ulv	den ville fugl fra gran og eik,	0
da går det et gys gjennom flokken titt;	da knaker veggen, da danser kruset;	0
Så vant han sitt verk, så vant han sin lønn,	Gud Herren ham løste av dødens bånd,	0
og stirrer ut over kyst og hav	Jeg sitter her på den glemte grav	1
den bølger som et gyllent hav.	Med kval og smerte er den kjøpt,	0
og levet en sommer på dette velsignede sted.	Morgenen kom med arbeid og aftenen kom med fred.	1
Med lengsel søkte blikket her	men over alt en ørken gold	0
Og derfor er der alltid en blodsdråpe gjemt	i sangene som stiger meg av munnen.	0
med hundrede retter nå klær den vår duk,	Før dekket den bordet til fattigmanns bruk,	1
tydet på armod, men ei på lakeien.	over sol og regn og naturens bud.	0
Og på stranden, medens bølgen synger	mildt en vemodsmettet avskjedssang,	0
bjergets tinder er som glødet kull.	kranser den med purpur og med gull, 	1
der gikk der en vårdag en ung Peer Gynt	og skrev med sin finger i rutenes dugg,	0
det sterke anfall av en riktig storm.	som nok kan juble høyt med stormens stemme,	0
men hvordan det hendte det har	jeg glemt, for det gikk jo så fort.	0
Da meldte Herr Peder sin kirkeflokk	de koglende jettekvinner.»	0
bort fra ditt spill, og aldri skal du nå	Du skjønne yngling, du skal aldri gå	1
Takt, takt, pass på takten,	Kom vi alle først i slik en	0
på himlens blå med stjerners gull	han skrev sin godhet underfull 	1
hvis tinder du neppe nok nevner.	og gjør omkring vannene stupbratte  sving,	0
Lide?2 Drepes? Er det Kronen?	Mildt og skånsomt han forsøker	0
Ikke innenfra ut, nei utenfra inn	må flokken varsomt og sikkert trykkes	0
Han som skulle stormen tvinge,	gir han vekt sitt minne til,	0
når han hjemmets kjente grunn betreder,	som de gode venners kjære gjest.	0
vekker ryktet langveis fra,	og den sanne Gud bekjenner.	0
der sendes bud på kortest tid.	med deres og med største flid	1
og De kan se hvor svær den er, så langt kvartalet når.	Den ligger inni gaten her, hvor nummer «13» står,	1
Guds tjener ligger  lik et stormslått tre —	Akk, tifold hårdere er kongens tukt,	0
og politikk er hele vår erstatning!	ei vekker sansen for sublime gleder.	0
en alle av mesterverker.	Vidnesbyrd om Romas velde.	0
sin runde på hvelvet fra Skumvær fyr,	Der ser du i brenningens mektige larm	0
når blott kreftene har lagt seg til hvile.	og nå ser jeg den til arbeidet ile	1
englekor og folkevrimlen,	som på jorden, så i himlen,	1
og tvinger sitt spill opp i dagen!	Da blomstrer legenden i steinmager grus	0
langs skogens rim og fjellets gustne lender.	Det store landskab er i vårens hender;	1
da faller tiden vemmelig og trist.	som slår i bordet, «snakker rent av posen»	0
Din sjel er anderledes sart og fin:	Med maraboufjær som det bruser i	0
som oss alle grufullt rammer,	har min egen hårdhet tent.	0
Omsider går selv lengselen til grunne,	Man har så nok med skjøter og kontrakter	0
og skaffer deg helse til gleden.	som ruller så mektig langs leden!	1
Landets lover av en skjøge skrives,	landets barn, det stolte Israel.	0
Mot lastens og råskapens stinkende pøl,	skal ensom han løfte sin røst, sin hånd.	0
Man frykter at de utenlandske ånder	Men dette er  hva Gud og hvermann ser	0
det fantes en skatt som er kommet for orde,	av kobber på vegg og av sølv på bordet.	1
å vorde ham, sin skaper, lik;	i Gud å vorde skjønn og rik.	1
Har du mistet din hund, eller kanskje en hest,	Er du bange for jordskjelv, for lyn eller pest?	1
som legger provinser til riket!	Og hver åkerteig inn mellom gjerdene lagt,	0
landets ungdom visner,  uskyld krenkes,	urettferdighet om tronen benkes 	1
som vrak på femti favne.	mot fjerne hav og havne.	1
Den grønne vang i kveldens skjær	i fordums tid på sætra hist	0
og fanget i sitt nett alle brott som fra sør	Men ekene stod mørke og mektige som før	1
Med stormen ble jeg tidlig fortrolig.	enn et ruff og en skittenvåt brisk.	0
Velsignet være søvnen,	som kveger sinn og tanker,	0
aldri ditt vesen så hullt	til avskjed jeg fikk.	0
de fattiges herre og mester.	vi kirken med paver og prester.	1
og bringe tanken til det lysblå rike,	og jevnet ut i den slags himmelriker	1
Velg den ene, tjen kun den !	Freidig på de andres vegne	0
grenseløst er syndens velde 	gi meg kraft dens borg å felle,	1
Langt ute eggen og stor-sei-stimen,	forteller kapteinen; just nå på timen	1
Bli ånd, bli menneske, bli mann,	Saml først vårt sinn. Saml så vårt land.	1
Fra år til år en byrde så svar,	Hva voldte den ve, hva fostret den vånde?	0
Hans fiendes hode er kledt med skam,	Hvem trosser den Eviges makt?	0
som kjempet alene for deg, for land	din egen bror,	0
Og hvor bittert det enn er,	må jeg dog hans grunner hedre:	0
Tillykke med dåden. Dere frelste imperiet,	Mac Donald og Thomas og Henderson!	0
som grenen og stammen	de væbner seg sammen,	1
stadig har de tvende venner.	med sitt lyse syn på verden,	0
I dine hender er vi lagt!	får over våre tanker makt.	1
for skole, for hjem og for kirke.	Her er mannsmot og vilje og ungdom med to,	0
Du folkets førere skal hedre.»	Ti så det lød til mine fedre:	1
Et eneste øyeblikk av hvile er nok	til atter å fylle oss med livet.	0
et Herrens ord fra gamle tider,	ved Mose munn, om folkets kall,	0
Ja, jeg vet at det riflede, marøyegule sand	Jeg senket meg dypere og stod på en strand	1
Mot sør, bak mine steile trinn	i mangt et fagert skogpaulun	0
av de blåhvite bryn,	av vår jord	0
med regnbueglans der en gasslykt sken!	og felte dem ned over gatens sten	1
fant de korse t s dunkle spor,	og de ser Guds allmakts nåde	0
Når sprøyten står om rev og skjær,	fra åpne havet her!	1
Javisst  ham var det som jeg så	i drømme for mitt ansikt stå	1
med sjølukt og blomsterflass.	mot rutenes gamle glass,	1
Jeg hører klokker, klokker	som Iokker, lokker, lokker.	0
Se henne der mot himlens kalde bue,	Da sover verden i den gamle stue,	1
som morgen over stille dale,	Som solglans etter nattens dvale,	1
For hu er ikke grei, å nei, å komma te på knea,	hu har sin egen fine sveis å mestre Kalsen på.	0
og i et jevnt poetisk mareritt	med all sin ferske glans i svart på hvitt.	1
Kun for deg jeg kne vil bøye,	Du, den høyeste blandt høye !	1
En ungdom som er sterk og sunn,	av slektens ånd fra våre fedre.	0
for solskinnets sødme og bølgenes salt,	vær hilset med disse så enkle ord,	0
for tusen øynes blanke stål.	Den ene bak den andre tøyer	0
mot stjernenes sølvstøv galer.	på bjørner og rein til polarnattens ulv	0
deres fryd til aske brenner,	og for deres skremte blikke	0
i øyet lyste og brant:	mellom tuseners flokk vi ham fant.	1
Men det hender vel også når stormen står på	man kjemper seg fri av det frådende rev	0
Hatets heslige visjoner	kongen lytter, lurer, søker.	0
Normanna-åndens mot og tro	i fanen våker hos den sterke.	0
Svensken sier, at vi ere	slepet på hans heng.	0
med sitt svelg av ild og flammer.	de vidunderlige rammer	1
Jehova, kun han, over alle har makt	når ord jeg minnes, av David sagt:	1
dypt i trange kløfters skumle grav.	fra Tiberias til Det døde hav,	1
kun bud og regler uten liv,	til Herrens store helligdom.	0
Du kjenner jo når livet i sin fylle strømmer inn,	la fare, la fare mitt hjerte!	0
løfter som på sterke arme	dit du lengtet tidt, til Rom.»	0
banker hjertet mot naturens lyst.	Men bak pansrets bue	0
at hallen skal stå framleis øde	når pilen ved din malm har rørt	0
Betrakt det første beste manifest	mot Don Migueler er man ytterst bister	0
for solgul lønn og snehvit hegg,	for måkeskrik og måkeegg,	1
jeg gjorde hårdt mitt unge bryst.	jeg villig gikk i Herrens navn,	0
forsere seg til ytelse av frukt,	da overdreven, unaturlig tukt	1
Folket var fattig, og veiløst og vondt	savnede samling til hverdagens dont.	1
Godt mot, du vandrer på kirke-vei!	ti bønnen bærer et stykke frem	0
Han glemmer jomfru Olsen i etasjen over seg	Hun står i avholdslosjen og er surøyet og lei.	1
bluss brenner.	Venner, frender	1
en rød oktoberdag.	et rom for deg å puste i,	0
hvor kystens vintervær fra evigt bor,	som om en streng stod spent fra fjell til flu.	0
i Jesu favn;	kom synd, kom savn	1
og derfor må vårt Norges krefter stivne	der funken skjuler seg for hopens øye.	0
Og har du en av skrikerkoret såret,	Entusiasmen trekker deg ved håret:	1
og pomp og store ord.	nest ved hans øre bor.	1
å trykke av sin egen form	i tidens munn  ved Herrens hånd.	0
Rett ute bak nabben står Kabelvåg hus	enn husene her mellom steinrevner lagt,	0
En dag svinner hen,	Det regner igjen	1
Vi lenges tilbake til Gosens land,	som fører vår fot til hvile.	0
De er over fjellet,	Og jeg selv på hellet	1
rev henne bort fra hjem og slekt	Denne forvirrede kvinnes bånd	0
Men endelig en kjølig høst	han skimtet røyk fra hyttetak.	0
Her står jeg nå atter hvor havet ruller inn	og vever hele strandskogen inn i et spinn	1
Hatets heslige visjoner	i hans hjerne stadig spøker.	0
og samvittighetens vekter.	karakterens prøvesten	0
og tusket seg fisken for melet.	så fikk vi tilbake de trålende best	0
En ørkenens sønn i ørkenens skrud.	i profetens hånd til et kongespir,	0
Hun flettet ham én: hvis du ei forsmår,	av mitt gule hår?	1
harmes han ei over urett og svik?	Rører ham ikke de sukke og skrik	1
I den blir alskens avfall lagt,	av bikkjer, katter, høns med mer,	0
og fine ungdomsvin, de gikk fra hjem	og nektet seg sin evighet ved dem!	1
Livets dagverk dog sin krone fattes	nå er tiden nær. Ved gry og kveld	0
Den drømmer kanhende om alvor og dyst,	for livet, for æren og føden !	0
Velkommen vår sommer bak ploger av gjess,	og bonden begynner å kvesse sin ljå	0
enn større er Guds nåde.	er uten mål og måde.	1
under de tette, buskede bryn.	og Elisa står der som ramt av et lyn.	1
intet i seg selv å være	og at Gud av intet skaper,	0
O avsindig svermeri !	krever ett. Den krever døden.»	0
Snart er på din kyst der ikke et sted	o jord som har gjennombraust dagen.	0
Demp vredens ild!	saktmodig og mild:	1
han har ført i folket inn,	alt av løgn og hjernespinn	1
Men den lunkne hær må ildnes,	Hele verden skal den høre. 	0
De samler seg om ham, trykker hans hender,	de samles som sultne barn til hans bolig.	0
og ei om åndsbedrift og folkets rett,	og mengden myldrer på den grønne plett	1
Et folk som føler kallet, er jordens største kraft,	for den må allting falle, det stå høyt eller lavt.	1
De unge hjerter tok det aldri nøye	og piken hadde glyserin i øyet,	1
furet, værbitt, over vannet,	som det stiger frem	0
Solen synker. Hav og fjell	Paulus nøler. Dagens minner	0
livet har kanskje andre ting.	Man sa til deg: se deg omkring,	1
De så den slite	grøfte i myren og pløye i bakken,	0
«Ser du disse dype dale?»	ned fra tindens spiss, den faste,	0
Kun for deg jeg kne vil bøye,	ene D i g min sang skal prise.»	0
da holder den fest hos troll og hos jetter,	og farer den larmende bygd forbi	0
«Velan, jeg går. Ti komme deres blod	som dere ved deres forherdelse forsmår,	0
dø skal sangen fra glade munner,	øde skal bli de fruktbare sletter,	0
den ulmet dog i hjertets dyp	og kunde aldri, aldri slukkes	0
og ringhåndens voksbleke vinken.	Det siste han ser, når av huset han går,	0
på filmens allerførste skumle kott	Hvor eventyrlig og hvor fjernt og blått	1
Aftenens dulmende ro seg breder	Kvinner og menn i Marias bolig	0
Kun sne og atter sne,	sne, sne, sne...	1
Når ølet virker i bjelkestuen	da går det et gys gjennom flokken titt;	0
Elias har ventet. — Timen er nær!	Han nærmer seg bratt. — Der høres en larm	0
for en voksen mann med ansvar, han må holde seg i tømme,	han må henge i for landet og familien sin med flid	0
Er mannens hjerte ei det tryllebeger,	og hvilen ei til stille melodier?	0
Og dypt i øst,	de våte vinde springer om på nord.	0
Jeg stirrer på dette bilde	og hvisker til stenens ånd:	0
Så reiser vi til vårt fedreland,	med venner i lys vi tale.	0
i hans blottede sjel, og røver hans fred.	av menn som blødde, av kvinner som led,	1
En slekt på film... På flukt hver kveld	Her elskes kvinner, annfolk slåss	0
Nei — han vet det, hvert hans skritt	hver en vei han stengt vil finne	0
avpasset for min evne,	å flyve på det jevne.	1
Rett ute bak nabben står Kabelvåg hus	der den knuses mot øygard og fjære.	0
alene for en håndfull jøder,	den over tid og rom seg hvelver,	0
for henne blomstrer ikke våren;	hun hører ikke fuglens toner,	0
Fra huldras hall lød dvergemål	en selsom sølvglans lyste opp	0
og det gjør bittert vondt å høre på.	Det var så skjønt det svarte berg i vest.	0
alle er de brødre, frender,	broder søker broders gavn:	0
Du kjenner hvert taugverk med vanter og skaut	med farger om ripen i drømmende fred	0
Det høye råd!  Akk blek og matt	Som kroppen, febersyk er hjernen,	0
at den det fant sist er den peneste	og glatteste og reneste!	1
Dønningen går som musik gjennom vannet,	taler som alltid om avgrunn og grav.	0
