sent_a	sent_b	rhyme
der troner et fjelldrag i ett med det blaå,	Fra Havnøy og Reine til Bogen og Å	1
flyr drømmen som en fugl fra gatens sprekk	Men helt kan ikke drømmene dø vekk.	1
Barnabas, den modne venn,	taler Paulus: «La oss finne	0
og ved spillet ble hver tanke kallet	Men hans spill var og som fossefallet	1
hele berg av sølv og gull!	verden renner av toner full.	1
Åja, vi også elsker dette landet	Vi lenges vel iblandt mot noe annet:	1
det skrekkslagne folk fikk skue.	for dommens fortærende lue.	1
til de vanskeligste veie.	Glad de ofrer alt sitt eie	1
det røde og skinnende gull.	og ridderen døde av kulde.	0
Her hvor en fjellfuru kløfter sin rot	og folder den ut til en benk	0
som engang var vidtberømt spiller	på lire i gårdene her.	0
Og dagen seg nærmet, da frihetens krans	skulle smykke folkets høybårne panne:	0
og varsomt skjenke deg trøst.	vil bære en deilig røst,	1
i storm fra Vestersalt.	en veldig, mørk gestalt	1
Så styrker han sin tjeners trette hender,	Når angst og tvil og frykt i sjelen brenner,	1
med hvite strandblomststjerner	fra havet som evig kverner	1
Men derfor er vi stadige fornektere	Just no arbeider vi på Norges skapelse	0
et Trollfjord-slag, når man heller vil slåss	Derfor kalles det ennu, all tiden til tross	1
med halvnakne lemmer og sminkede kinner,	og dertil en skare av smukke slavinner	1
to ting han lærte: is og ild.	Han gikk mot stormen. Føyk og kov	0
Men ennu skal minnes en blond liten møy	og stod under blomstene enkel og sterk	0
Paulus nøler. Dagens minner	Stråler for ham fra det høye	0
harmer ham den hele ætt;	og det nidingsverk de frekke	0
klang, kallende til liv, en storm av toner.	Og kloden skalv. Nå våknet millioner:	1
Opp av dens bølger, som synger og suser,	stiger de snehvite byer og huser,	1
Vi eide det, Kariskjæret!	O det å eie et skjær,	0
ei kunstens glitter, tankens fine spinn.	Hans tale var ei viddets glans og skinn,	1
Og ubekjent med synden, sorgen,	hver havets bølge var et kvad,	0
Du ser at salongen er ytterst nervøs	som du om en stund må lla falle.	0
Hun satte de vakreste jenter i rad	og selv satt hun høyt i sin sagastol	0
men helst den ferdes ved juletider;	da holder den fest hos troll og hos jetter,	0
hver gang den sitter der og rider ranke.	for dem var fjellet en turneringsskranke.	1
sangen forener, idet den forsoner	som ikke åpnes for annet enn tro.	0
og vet det er lett for vår fot å feile.	«Han kjenner vår ferd ad de stier steile,	1
skal spire fram av denne norskhetslære!»	og hva du tenker, taler eller dikter,	0
fangenes myndige krav og rett.	for fredens skyld til et annet land.	0
Den Guds mann, hvem er han vel?	alle undres, spør seg selv,	1
av glimmer og prakt	i både manerer og drakt.	1
strenger man i seier rører?	Er det Herrens pris han hører,	1
Så gjem det da nå til evinnelig tid	så skal det engang stige opp av all strid	1
Guds tjener ligger  lik et stormslått tre —	for Herrens ansikt fylt av sorg og ve.	1
rinne over gudeborgen ?	Ser han korsets merke krone	0
hester, vogner, kveg og får	hele egnens øde dekker.	0
nedi de mørkeste kroker, i bakgårder, kjeldere, skur	dengang de russiske brødre løp storm mot den eldgamle mur!	1
vår gren ble bøyet og dens kår et annet.	Vår slekt engang den første var i landet.	1
en her ditt øye møter alle vegne	som vakre eventyr fra fjerne egne.	1
mørkets skanser vakler, bever.	lysets makt det ei betvinger.	0
og tvinger av myra det daglige brød	Der bryter man jorden og trosser hver nød	1
kan forandre Herrens skikk.	er hans trones trygge grunn	0
hadde beilet til boken, inntil kreditor ble bisk	og tok varene fra dem. Nå de leste «på lån».	0
Og når Jesabel lot slakte	bort til trygge, skjulte egne.	0
En kraftig røst hos tyrken eller paven,	en klosset klingklang mellom Thules folk	0
en hvklerflokk sitt narrespill.	mot himlen steg fra renset alter,	0
har en dise festet rosens blad.	Men i styrkens belte	0
at sjøen i fallet blir ørsken og vill	Men så kan du vente at styrken tar til	1
Brage og Tyr i Åsheims slott.	hans bilde liknet like godt	1
dø skal sangen fra glade munner,	øde skal bli de fruktbare sletter,	0
Her er vårglade sinn tross all kulde og is,	her er tro på å seire tross tunge forlis,	1
under kyss og hulken alle faller	Da blir sterke menn som svake kvinner.	0
seg tegner både håp og skrekk. 	med gråten i det trette øye:	0
Hvor jeg reiser meg i all min velde	slette byer, feie overende	0
og ellers er lysene matte!	Langs en stripe av vann under fjellenes hel	0
Jeg stiger i skipet og takker for alt,	hvis vingefang neppe vil bære.	0
Det var i den samme fregatten skjøt	da drev fregatten mot Tyskland frem	0
Her står jeg nå atter hvor havet ruller inn	og fyller med sitt brus hele bukten	0
Han messer jevnt i den høye forsamling	I mine sanger	0
«I stormens angst skal glad jeg stå,	av venner har jeg bare dem,	0
der burde være en far, ved hvis barm	maktet å hele hver blødende vunde —	0
Der løftet seg et gny over åser og skog	milevidt ut innover landet.	0
Han som skjeltes for vond og vred,	han som skjeltes for morder, han	0
Skjønt vi er begge kristne menn,	så høyt, så dypt vi skilles, som	0
en alle av mesterverker.	mausoléer, minnesmerker,	1
Å lykke, når verset blir til!	Avsindige kamp!	0
mellom hoffets danserinner	mørk og tung i hu som før.	0
Han bønfalt på ny, mere sterkt enn før.	Endelig steg der av havet en sky.	0
til døden for sin mester glad han går.	Med bundne hender gjennom Romas gater,	0
det satte rot og blomst og frukt.	seg ranket opp mot himlens blå.	0
truende, trossige, veldige sjel	Lykke og liv ble han dømt til å bøte:	0
der kom der en ungdom og søkle et tegn	til å binde det splittede sammen	0
Dog, alt til tross, han vaklet i sitt sinn 	hva stort han hadde sett, han kunde glemme.	0
De griske luer flyr fra hus til hus,	hvor øyet ser, det gnistrer, herjer, brenner	0
sender kongen bud med il	slitt av gådefulle makter,	0
det hele korps er uten takt og orden.	til alt er felle mark og gressbunn vorden.	1
Husk at den er Herrens dyre eie;	Ta så arven. Gi den røkt og pleie,	1
Så er han alene, mens mørkets munn	I himlen forstummer harpenes klang,	0
Styrk Din sønn! Min strid er hård,	og min vei mot døden går.	1
intet lammer sjelens vinger,	gledens hymner festlig klinger,	1
fra meg du gikk.	just i tilståelsens stund	0
hvor havsulen spiler de drivhvite fjær	hvor vinden om murene synger.	0
Lær meg, Gud, min synd å kjenne,	seg til deg som hjelpen har!	0
som andres velferd, andres kår	ja føler lykken ved å øde	0
bølge i det hav som allting bærer,	lys i lyset bakved alle stjerner,	0
Vokteren' styrter med. 1vs derinn,	nå kjenner han dem! Han synker i kne	0
hvis indre er lutret, hvis attrå er hel.	Men verket er stort. Det krever en sjel,	1
med rom for hele vårt hjertes lengsel	og frihet både til liv og død.	0
da er den tapt for mengdens blikk og ører.	og den kan tre foruten frykt og mén	0
Det folkets svar er Elias nok.	«Dere må begynne!» så falt hans ord,	0
Lys og mørke til en enhet blandet,	fører jeg til himmel eller hel?	0
som dengang da hyrdene hørte et kor	I eteren bruste velsignede ord	1
Å for en jubel!  for en fest,	og deres levevis og seder	0
den elsktes blikk, så fromt og mildt,	men intet smil om leppen lå.	0
I vår og i vestenvind der har jeg hjemme,	fra dengang det flommet for vårdagens bris.	0
Eller vandre ned til kaiene, hvor skip fra fjerne kyster	ligger larmende og hvinende med winchene i gang,	0
der tendes et håp i hans sjel	kun skygger hans skatt og del.	1
vil jeg dovne eller vil jeg hige,	evig synke eller evig stige,	1
For hvem kan si han noen gang så Anton Kalsen bange?	Nei det er rekti, Kalsen — det var jaggu sanne ord!	0
Morilden gnistrer om årebladet,	og stjernene skinner i sjøen.	0
I takk profetens hjerte slår. 	Til sist får hennes lepper lyd	0
somom gudenes mening med den nyskapte jord	og fuglesangen lyder nå så klart	0
lysende i mørkets kjever,	og for deres øyne svever	1
som med hule, bleke kinner	mørke menn, som aldri kjente	0
hans tanker stadig rundt i ring,	mens ørknens øde mer og mer	0
Han griper omkring hennes myke kropp	av hverandres dypeste grunn.	0
og vei for synet i skogen skar	som la'e gårdene mot hverandre	0
gjennom kongens hårde barm.	Gang på gang med fryktløs harm	1
Er et arbeid tungt og slemt	har man straks den faste skjemt	1
Med stormen i min vilje, med bølgen i mitt sinn	forklarer jeg meg tingene og smyger jeg meg inn	1
Det er som hadde han om bord	det unge Norges unge lykke,	0
Før vi tramper ned og skaffer	Støtt oss, den som kan!	0
av ondt og godt, de delte trofast alt.	For livet ble de venner. Hva som falt	1
uten skånsel er dens hårde hand.	aldri rives evighetens bånd.	1
Da larmen stilnet om redselsstedet	men brudgommen ble over snøen ledet	1
La frukten være druer eller pærer,	det blir tross alt et mangelfullt produkt;	0
Du smilte bittert: sa om hundre år!	Men jeg er ung og vet at jeg er pen,	0
Her laftet han kirker med tårn over tak,	så lenge som kongstanker teller !	0
lyder underbart en stemme:	Da fra skyens mørke gjemme	1
vårt blod, vår ed,	og nølende hu,	0
— Se henne der hvor hun er sped og blond	at de må bruse litt i vårens kvelder.	0
og stirrer tilbunds i den flimrende flekk,	Ennå er lystrene ikke lagt vekk,	1
Gi meg de bitre og steile, som ikke har frykt i sitt blikk.	Gi meg de gudløse stolte, som ikke har trang til mystikk,	1
åndens sterke regnbubro.	bygger mellom jord og himmel	0
Mens morgenskodden opp mot himlen ryker	henover stedet skum som aske fyker.	1
no sitter han ofte med sagn i laget	og korter tiden for unge og gamle.	0
og tenkte meg på urett lei.	Men ut fra skyen stråler gled	0
Jeg husker ennu turen,	for nå gjorde guttenaturen	1
med egne savn vil ene fremme 	og villig er den minstes trell,	0
Og fedres kraft skal hevdes og bevares	det er for sent! For marken må forsvares	1
Hvem tør ta dem til inntekt? De dannet sitt eget parti	der ingen behøver å kreve; men alle har noe å gi.	1
Du ser at salongen er ytterst nervøs	for hvem der vel først av dem alle	0
Den uke det varer, det er ingen kveld,	Og når løienes støi i sitt støv farer hen,	0
da de ser en liten strime	rummer ikke denne time,	1
Saulus må ut  hans arm skal nå	om aldri så skjult, skal dø eller bindes.	0
Det går over dal, over vang og hei,	gjennom mulm og vær; de enser det ei.	1
Fra rummets dypder kom der blest og mørke,	det stumme land; og dødens sorte fugle	0
hvor engenes gullblomster blunder.	og flammer mot midnattens stunder,	1
så ror du til hen på tre timer.	at sjøen i fallet blir ørsken og vill	0
nå vil som solen over vinter-sne	og hårde minner med sitt skinn forgylle,	0
og inn i fjellveggen hugger	en brenning uten stans.	0
og bort må jeg vandre fra sind og fra sans	i ånden lyksalig, i kjødet bedrøvet.	0
Rådet venter. Lytter spent.	myndighetens bud til Borgen?	0
som hun av hjertet tror.	Å, gode hjerter, styrk hvert ord,	1
så hele hjertet tonet av et smil	Det var som om der sprang en gyllen pil,	1
ham vinker Arendal med laurbærblader,	og i et jevnt poetisk mareritt	0
og alt det forvirrede tankene huser.	er det meg som jeg bort på et smertehav bruser!	1
urettferdighet om tronen benkes 	Syndens gift i barnesjeler senkes,	1
Det er hilsen fra hjemmet og hilsen igjen,	det er kaffe og røyk under praten.	0
Hva hjelper det hele? Den døden velger,	for vellyst og vinning sin sjel den selger.	1
Den sanne kraft bor kun i Norges klipper,	og norske nymfer i de norske kipper!	1
Efesus, som lokker ham og vinker.	der som gull i aftensolen blinker,	1
ham hans venner snart i trygghet bringer.	ei til havs, men over land mot nord	0
just dertil av ham selv utkåret	Hvem kan den ære noksom prise	0
En gammel skrøne, laget sammen	Slik trusel var jo god å finne	0
hvor alle slags kunster og overtro gror.	skaper den beste, den gunstigste jord,	1
og da prestkragen stod til sydvesten ?	som skrønen om Lofothesten !	1
Skurken!? — Saulus løfter armen	atter dette stikk i barmen,	1
med latter, drøm og smil fra venn til venn,	du gi til England dine tankers vrimmel,	0
Fra pakhusgavler glor de tomme glugger	hvori man byrdene med dere bysser,	0
vår Gud er gledens skaper, Baal.	han skriver skjebnens skjulte runer,	0
Hent hennes prester, lakeier og sangere. —	Rapp deg, kong Achabl! Jag dine gangere.	1
og aldri mere kunde rinne.	det var som solen sank derinne	1
i dets stille klippedale	Fra sin lange vinterdvale	1
og kjenner meg fæstet som grenen til stammen	og føyer til kveldshimlens purpur mitt amen.	1
O eiet jeg freden som disse har funnet,	og villig jeg døptes med smertens dåp.	0
flokkes om ham alle stender	som så mektig dem kan røre.	0
Husk at all skjønnhet på jord	bor i de evige ord:	1
Og hvis den kvinne som jeg skride lot	i troens sol-glans og med ærbart mot,	1
De slepes over heden i regnluft og i vind;	mens tåkene tilhyller dem med skittengrå spinn.	1
Men du er kan hende en som elsker stille avenyer	der du driver om i strøk, som halvt er byen, halvt er landet.	0
«lør ham!l Denne er min sønn»	Da fra skyens mørke gjemme	0
sett allverdens skip bli drømt og formet,	sett hvordan de tok det når det stormet,	1
ydmykt hans pris gjennom trærnes kroner.	vinden nynner med bløte toner	1
som nytes av voksne som barnet.	en vårdag du ser den langt inn i vår fjord	0
Og år gikk hen.	og enkens sorg svant bort igjen —	1
men navnet er blitt dårene til mén,	et innbilt lys som ut i myren fører.	0
mine gater med brosten og sand,	Å, forlot jeg mitt elskede land,	1
Snart er vi ganske ringet inn	med støvets pest.	0
Det er våren som ligger og drømmer i alt,	det er lyset som sover hernede.	0
nøler eii Det må så være.	Vemods dugg i øyet skjelver,	0
Men formiddagen føles lang	for gamle folk. De rusler hen	0
Og hemmelig stryker du over ditt tøy	og drømmene må ikke råde.	0
Tung som en svamp	i sol-vær og damp	1
Kanskje har de skiftet mening?	planer drøfter. De har mistet	0
og ingen makt kan dommens gru avvende.	den modnes sikkert om enn sent kanhende.	1
har man straks den faste skjemt	«Jo, jeg kan, sa Storebingen.»	0
og speidet fra dets blankslitte isse.	ufølsomt for livet, i sannhet som en sten	0
bort derfra til kirken så stille og lav,	hvor fedrene ydmykt har bøyet kne,	0
I ofrets ild din viljes stål var glødet,	ti stod du rank og fri i døgnets strid.	0
under kyss og hulken alle faller	akk, nå mørkner det mot sorg og natt	0
og sløyer og kaster ut sloet.	der snor seg om havet en solgyllen ring	0
står bare stumt og virrer.	hos dem som står og stirrer.	1
«Alt et hjerte det lide kan.	«Fattig mø ifra fremmed land.»	1
Dog, det vil nok falle lett;	dommerens, Pilati stemme	0
Lide?2 Drepes? Er det Kronen?	Mildt og skånsomt han forsøker	0
Så løfter han staven. Og denne blir	ved høst eller vår, før jeg taler på ny!»	0
men de hviler tryllebundet	i dette havblå skjær.	0
«Først nevn meg din smerte;  hva heter den?»	ja, hver jeg hadde nært	0
som gny av kobber og av stål,	og mørke klippers lange rad	0
om skyld og ansvar for så stor en mén.	På slottets tak han drev sitt narrespill.	0
slo den første vingesusning	av Gudsrikets gylne sommer.	0
Krone de skal hans forhatte tinning	Rasende over sin tapte vinning	1
Han glemmer jomfru Olsen i etasjen over seg	som alltid holder hus når noen andre er på snei.	1
skal springe i en ny av smertens lender!	Kanhende alt hvis gamle form forbrenner	1
Den likner dem som ligger like ved	Min ættegård er nummer det og det	1
tunge koffer opp mot norden rugget,	meg har alle baugspryd engang kysset!	0
Der flyter og kirken og gården i ett,	langs stranden og gressgangens bølgende jord	0
og skjulte seg, den glade jul.	at engler daler ned i skjul.	1
